129,152.04,178
135,153.38,178
132,154.12,178
135,155.46,181
126,157.3,181
134,158.54,181
126,159.76,185
133,162.36,190
140,163.5,190
137,165.28,190
144,167.08,190
138,168.24,194
142,171.44,194
145,173.32,194
131,174.8,197
147,176.44,199
138,178.26,199
150,180.42,199
151,182.06,199
151,183.12,199
155,184.94,202
157,186.5,203
155,187.7,203
164,189.78,203
162,190.54,203
161,191.86,205
165,193.24,207
174,194.08,211
170,195.0,211
178,195.78,211
177,196.9,211
185,198.04,211
183,198.76,211
181,199.14,211
174,199.62,212
176,200.26,212
171,200.9,212
180,201.74,212
177,202.38,212
182,203.46,212
183,203.98,212
182,204.4,212
177,204.52,212
181,205.46,212
186,206.32,213
188,206.8,214
186,207.1,217
184,207.42,217
181,208.36,217
188,209.02,218
