36,50.615,66
32,50.81,66
31,51.51,66
40,51.845,69
36,51.905,69
33,51.185,69
37,51.81,72
39,52.04,72
37,52.275,72
34,53.255,73
35,54.115,75
40,54.67,75
35,55.235,77
34,55.95,77
38,57.635,78
38,58.25,78
42,59.855,82
38,60.76,82
39,62.405,82
41,63.2,82
44,64.545,82
42,65.245,82
45,66.355,83
42,67.24,85
47,68.08,85
47,68.77,86
43,69.3,86
45,69.91,87
50,70.655,87
46,71.165,87
48,71.835,87
48,72.43,88
50,73.005,89
47,73.32,90
53,73.885,90
52,74.32,91
56,74.84,92
52,75.335,94
52,75.64,94
45,76.14,94
50,76.66,94
55,77.17,95
52,77.505,95
53,77.875,95
54,78.09,95
53,78.365,95
52,78.665,95
57,79.03,95
57,79.39,95
53,79.37,95
51,79.705,95
52,80.345,95
54,80.69,96
54,80.725,96
50,80.65,97
55,81.01,97
57,81.115,97
51,81.04,97
55,81.655,97
53,81.615,97
52,81.68,97
56,81.625,97
54,81.935,97
50,82.06,97
53,82.19,97
58,82.57,97
55,82.655,97
52,82.735,97
52,82.97,97
46,83.095,97
54,83.085,97
62,83.205,98
55,83.09,98
55,83.125,98
56,83.34,98
50,83.36,98
56,83.585,98
59,83.755,98
57,83.71,98
48,83.565,98
49,83.605,98
52,83.785,98
57,83.875,98
60,83.83,98
62,83.715,98
60,83.82,98
58,83.57,98
53,83.49,98
58,83.71,98
54,83.665,98
57,83.635,98
55,83.785,98
52,83.705,98
54,83.92,98
49,83.885,98
43,83.825,98
58,83.87,98
56,83.79,99
53,83.815,99
52,83.76,99
57,83.81,99
59,83.945,99
54,83.76,99
62,83.83,99
55,83.82,99
58,83.815,99
58,83.915,99
60,84.03,99
55,84.23,99
56,84.135,99
61,84.49,99
60,84.775,99
53,84.67,99
58,84.91,100
57,85.0,100
56,84.945,100
53,84.885,100
56,85.035,100
57,85.055,100
62,85.045,100
58,84.935,100
57,84.845,100
58,84.84,100
56,84.69,100
49,84.825,100
