40,50.64,63
36,50.94,63
32,50.17,64
40,51.03,67
37,51.75,67
40,51.61,67
37,51.97,67
39,50.54,67
38,51.7,67
41,52.5,67
39,52.18,67
39,51.91,67
40,52.05,68
41,52.29,68
36,52.5,68
38,52.71,68
42,53.32,70
36,52.38,70
39,53.6,70
42,53.46,72
45,55.33,76
34,54.91,76
42,56.0,76
36,56.6,76
42,57.24,76
39,58.62,76
44,60.3,77
43,59.94,81
44,61.61,81
42,62.7,81
41,64.22,81
41,65.2,81
44,66.34,81
47,66.89,81
45,68.27,81
45,68.98,81
48,69.7,82
41,70.3,82
46,70.88,82
55,71.46,82
48,71.55,83
50,72.29,85
50,72.34,85
51,72.72,87
50,73.15,87
55,73.64,87
53,73.83,87
50,74.35,87
51,74.32,87
54,74.86,87
52,75.06,87
58,75.46,87
52,75.58,87
60,75.93,88
56,76.1,89
57,76.7,89
54,76.84,89
54,77.02,89
57,77.43,90
59,77.84,90
57,77.64,90
61,77.86,90
57,77.77,90
59,78.12,93
55,78.31,93
56,78.79,93
55,79.02,93
59,79.49,93
54,79.29,93
54,79.5,93
57,79.96,93
55,80.32,94
57,80.52,94
59,80.74,94
60,80.91,94
58,81.17,94
62,81.67,94
59,81.69,95
63,81.99,95
63,82.19,95
60,82.31,95
62,82.21,95
52,82.11,95
58,82.45,95
53,82.51,95
58,82.46,96
62,82.59,96
53,82.49,96
58,82.62,96
60,82.53,96
61,82.78,96
58,82.93,96
63,82.89,96
60,82.99,96
62,83.74,96
61,83.65,96
66,83.87,96
65,83.98,96
64,84.01,97
62,84.21,97
62,84.55,97
65,84.93,97
59,84.83,97
63,85.03,97
68,85.52,98
65,85.38,98
61,85.6,98
62,86.03,98
67,86.28,98
70,86.35,98
65,86.2,98
65,86.24,98
57,86.09,98
65,86.37,98
64,86.15,98
63,86.14,98
64,86.2,98
65,86.24,98
61,85.94,98
63,85.89,98
65,85.96,98
63,86.02,98
59,85.9,98
65,85.98,98
63,85.65,98
